optimized,5,,,
changing,3,,,
conditions,36,,,
motors,6,,,
digital,16,,,
studies,17,,,
random,5,,,
iranian,12,,,
standard,7,,,
lines,4,,,
harvesting,3,,,
communication,6,,,
presence,19,,,
solid,23,,,
oxide,20,,,
cells,12,,,
economic,10,,,
biomass,4,,,
index,20,,,
predict,8,,,
point,10,,,
content,5,,,
committees,3,,,
program,3,,,
term,4,,,
forecasting,5,,,
turbine,46,,,
linear,22,,,
variations,9,,,
type,27,,,
combined,23,,,
unbalanced,4,,,
loads,24,,,
weighting,3,,,
security,7,,,
combination,11,,,
assessment,60,,,
simplified,3,,,
stochastic,11,,,
agents,5,,,
vehicle,26,,,
station,4,,,
grid,6,,,
support,6,,,
var,4,,,
enhancing,3,,,
motor,12,,,
cascade,6,,,
constrained,7,,,
remote,3,,,
cmos,4,,,
compressor,11,,,
binary,6,,,
multipliers,3,,,
automatic,10,,,
reverse,8,,,
engineering,15,,,
low,18,,,
simulated,10,,,
annealing,8,,,
fieldprogrammable,3,,,
pinconstrained,3,,,
microfluidic,11,,,
biochip,3,,,
feasibility,7,,,
rf,4,,,
drug,5,,,
discovery,4,,,
cad,3,,,
flexible,17,,,
platform,4,,,
networked,4,,,
threedimensional,18,,,
carbon,38,,,
nanotube,8,,,
jit,6,,,
case,70,,,
error,5,,,
lightweight,7,,,
car,6,,,
navigation,6,,,
wireless,3,,,
side,14,,,
attack,13,,,
path,12,,,
passive,9,,,
assignment,6,,,
noise,11,,,
full,3,,,
dna,6,,,
geometrical,5,,,
attacks,4,,,
higherorder,3,,,
real,10,,,
cycles,6,,,
vulnerability,7,,,
terms,6,,,
injection,17,,,
accuracy,10,,,
localized,4,,,
mapping,3,,,
highperformance,4,,,
social,4,,,
silicon,5,,,
track,4,,,
influence,38,,,
composition,5,,,
fluctuation,5,,,
band,5,,,
higher,7,,,
fabrication,9,,,
feasible,3,,,
solution,39,,,
future,3,,,
constant,8,,,
cycle,32,,,
segmentation,3,,,
classification,4,,,
region,8,,,
color,4,,,
transfer,73,,,
their,10,,,
global,5,,,
object,7,,,
descriptor,3,,,
recognition,5,,,
manipulation,4,,,
perception,4,,,
project,14,,,
coupling,5,,,
singular,4,,,
spatial,7,,,
motion,17,,,
tracking,13,,,
local,15,,,
search,5,,,
sensing,3,,,
spectral,7,,,
properties,99,,,
image,11,,,
sequences,4,,,
2d,11,,,
via,18,,,
survey,3,,,
??????,18,,,
???,188,,,
??????,6,,,
??????,5,,,
???,14,,,
??????,32,,,
??????,5,,,
twodimensional,8,,,
compressible,5,,,
twophase,13,,,
flows,8,,,
brace,5,,,
end,8,,,
ductility,10,,,
braced,16,,,
frames,55,,,
effective,30,,,
solutions,10,,,
mixed,17,,,
convection,23,,,
porous,38,,,
medium,12,,,
tensile,17,,,
basalt,3,,,
fiber,35,,,
reinforced,95,,,
matrix,7,,,
composites,11,,,
shock,5,,,
developing,15,,,
reliable,3,,,
software,4,,,
rules,3,,,
vertical,39,,,
angle,13,,,
sshaped,3,,,
diesel,9,,,
engine,24,,,
elasticity,5,,,
rate,18,,,
constitutive,8,,,
equations,13,,,
buckling,26,,,
steel,143,,,
cylindrical,30,,,
shells,13,,,
elliptical,7,,,
cutout,6,,,
axial,25,,,
sensor,12,,,
fusion,4,,,
fracture,27,,,
mechanics,5,,,
different,71,,,
rocks,5,,,
notch,3,,,
periodic,4,,,
connections,15,,,
prestressed,4,,,
concrete,184,,,
bridges,19,,,
investigating,49,,,
onedimensional,5,,,
generalized,7,,,
problems,10,,,
free,57,,,
explicit,3,,,
finite,57,,,
volume,14,,,
triangular,9,,,
mesh,3,,,
irregular,5,,,
waves,13,,,
wave,14,,,
laboratory,23,,,
bearing,18,,,
capacity,45,,,
soils,30,,,
horizontal,13,,,
cyclic,27,,,
loadings,4,,,
selection,12,,,
uncertain,4,,,
seismic,95,,,
density,20,,,
states,3,,,
frp,12,,,
strengthening,6,,,
boundary,30,,,
elements,15,,,
slender,4,,,
rc,30,,,
shear,96,,,
wall,51,,,
studying,5,,,
damper,16,,,
frame,30,,,
far,5,,,
earthquake,24,,,
excitations,3,,,
trajectory,11,,,
two,36,,,
robot,17,,,
manipulators,6,,,
rigid,7,,,
mixture,13,,,
selfconsolidating,5,,,
minimum,9,,,
cement,22,,,
paste,3,,,
uncertainties,9,,,
production,16,,,
approaches,6,,,
gas,51,,,
forces,7,,,
vibration,87,,,
thin,9,,,
circular,26,,,
fgm,6,,,
plate,36,,,
coupled,17,,,
piezoelectric,20,,,
layers,13,,,
pollutants,8,,,
combustion,24,,,
burners,4,,,
multi,19,,,
range,4,,,
due,19,,,
thermodynamic,18,,,
opening,8,,,
angles,8,,,
continuous,9,,,
valve,3,,,
freezing,3,,,
mechanical,65,,,
stabilized,6,,,
lime,9,,,
polypropylene,9,,,
toughness,10,,,
pipeline,3,,,
grade,3,,,
api,3,,,
x65,3,,,
synthetic,10,,,
artificial,25,,,
models,36,,,
enclosure,9,,,
walls,41,,,
movement,4,,,
direction,6,,,
nanofluid,29,,,
deformation,20,,,
nanotubes,16,,,
shell,10,,,
potential,11,,,
selected,3,,,
information,10,,,
dam,20,,,
liquidvapor,3,,,
crosssection,4,,,
flux,15,,,
vector,7,,,
splitting,3,,,
cable,8,,,
robots,14,,,
fem,5,,,
turbulence,7,,,
blade,18,,,
loading,56,,,
calculations,4,,,
exterior,3,,,
beamcolumn,7,,,
connection,11,,,
comparison,64,,,
structural,18,,,
code,11,,,
furnace,3,,,
increase,3,,,
friction,16,,,
compensation,4,,,
coriolis,3,,,
mass,17,,,
cancer,4,,,
modelling,16,,,
kinetics,6,,,
ore,3,,,
chaotic,4,,,
extended,11,,,
spectrum,3,,,
primary,3,,,
cracked,6,,,
cantilever,7,,,
beam,29,,,
grout,3,,,
pressure,48,,,
grouting,4,,,
achieve,3,,,
layer,17,,,
cylinders,10,,,
?????,75,,,
????,124,,,
?????,43,,,
????,7,,,
?????,6,,,
??????????,19,,,
?????,55,,,
??????,4,,,
????,5,,,
???,3,,,
?????,7,,,
?????,62,,,
??????,5,,,
??,16,,,
???,23,,,
????,8,,,
????,40,,,
?????,4,,,
????,3,,,
??,5,,,
?????,5,,,
????,25,,,
?????,6,,,
?????,5,,,
???,6,,,
??????,3,,,
??????,61,,,
?????,6,,,
?????,35,,,
??????,11,,,
??????,10,,,
?????,7,,,
?????,31,,,
?????,195,,,
???????,13,,,
??????,8,,,
?????????,5,,,
????,3,,,
???,9,,,
????,8,,,
????,25,,,
???,110,,,
???,3,,,
?????,15,,,
???????,9,,,
????????,3,,,
????,4,,,
??,10,,,
??????,19,,,
?????,22,,,
?????,6,,,
???,7,,,
?????,7,,,
??????,8,,,
??????,9,,,
????,9,,,
???????,5,,,
???,4,,,
?????,3,,,
???????,8,,,
???????,24,,,
?????????,4,,,
????,6,,,
permanent,5,,,
machines,3,,,
thermoeconomic,6,,,
life,10,,,
interference,3,,,
specimens,7,,,
calibration,7,,,
modulus,10,,,
asphalt,29,,,
presenting,3,,,
relationship,10,,,
drilling,8,,,
mud,5,,,
oil,15,,,
wells,5,,,
carbonate,8,,,
fields,8,,,
deterioration,3,,,
pavements,12,,,
roughness,11,,,
mineral,6,,,
moisture,11,,,
damage,41,,,
key,5,,,
mix,6,,,
powder,15,,,
compressive,16,,,
strength,75,,,
stage,4,,,
weirs,7,,,
plan,3,,,
element,63,,,
microchannel,16,,,
particle,19,,,
centrifugal,4,,,
platforms,3,,,
pipe,16,,,
uplift,7,,,
force,21,,,
hydraulic,31,,,
gradient,9,,,
seepage,10,,,
gravity,10,,,
dams,17,,,
coefficient,24,,,
spillways,5,,,
upstream,4,,,
slope,10,,,
axis,11,,,
joints,14,,,
gabion,4,,,
stepped,10,,,
kinematic,7,,,
four,3,,,
degrees,5,,,
freedom,4,,,
torque,5,,,
bracing,8,,,
equipped,20,,,
yielding,4,,,
scour,8,,,
pier,5,,,
group,10,,,
pile,9,,,
collar,5,,,
liquid,13,,,
jets,4,,,
injected,3,,,
transversely,3,,,
crossflow,3,,,
assessing,5,,,
shortterm,3,,,
turbulent,11,,,
hazard,7,,,
demand,8,,,
curve,10,,,
moment,37,,,
resisting,12,,,
ordinary,3,,,
fly,3,,,
ash,3,,,
slag,7,,,
techniques,9,,,
mixtures,17,,,
darrieus,3,,,
morphing,3,,,
tolerant,3,,,
backstepping,3,,,
terminal,4,,,
sliding,19,,,
incompressible,4,,,
amplitude,3,,,
heat,114,,,
flapping,3,,,
thrust,4,,,
vibrations,15,,,
graphene,11,,,
pipes,11,,,
conveying,5,,,
fluid,59,,,
shedding,3,,,
relative,10,,,
stiffness,16,,,
eccentric,8,,,
square,9,,,
cylinder,17,,,
tunnel,19,,,
lining,4,,,
tail,4,,,
formulation,5,,,
microplate,4,,,
explosive,3,,,
underground,8,,,
demands,4,,,
geometric,14,,,
vibrational,3,,,
various,15,,,
elastic,23,,,
foundations,7,,,
waste,22,,,
recovery,7,,,
reactivity,3,,,
controlled,4,,,
ignition,6,,,
comparative,12,,,
macro,5,,,
micro,20,,,
fibers,24,,,
or,5,,,
plastic,17,,,
shrinkage,6,,,
cracking,11,,,
???????,4,,,
???,3,,,
???,77,,,
????????,4,,,
??????,24,,,
????,24,,,
?????,4,,,
?????,5,,,
??????,6,,,
?????,7,,,
?????,6,,,
?????,6,,,
????,8,,,
??????,18,,,
?????,54,,,
?????,19,,,
?????,7,,,
???,10,,,
?????,9,,,
???,5,,,
???,16,,,
?????,4,,,
closed,6,,,
????????,6,,,
????,14,,,
antenna,7,,,
gain,3,,,
????,15,,,
?????,10,,,
????,12,,,
????,34,,,
?????,8,,,
???????,8,,,
????,15,,,
???,25,,,
??????,27,,,
?????,10,,,
?????,9,,,
?????,82,,,
?????????,9,,,
???,8,,,
???????,153,,,
?????,4,,,
????,22,,,
???????,6,,,
?????,41,,,
????,11,,,
???,15,,,
?????,11,,,
??????,8,,,
?????,5,,,
??????,9,,,
????,9,,,
??,4,,,
????????,36,,,
construction,32,,,
industry,4,,,
iran,32,,,
spacecraft,4,,,
attitude,10,,,
saturation,6,,,
?????,6,,,
????????,17,,,
???????,18,,,
drop,14,,,
obstacles,6,,,
mine,5,,,
ventilation,11,,,
?????,8,,,
???,3,,,
??,34,,,
????,33,,,
????,25,,,
????,13,,,
??????,20,,,
factor,17,,,
safety,10,,,
risks,6,,,
?????,24,,,
columns,26,,,
sequence,4,,,
mathematical,7,,,
programming,10,,,
water,79,,,
cathode,6,,,
exchange,8,,,
membrane,17,,,
natural,40,,,
inside,11,,,
fin,4,,,
nonlocal,5,,,
boron,3,,,
nitride,4,,,
timoshenko,4,,,
nano,18,,,
couple,7,,,
stress,43,,,
karun,5,,,
river,14,,,
strategies,3,,,
scenarios,3,,,
??????,4,,,
???????,4,,,
???,3,,,
????,5,,,
???,28,,,
??????,33,,,
cooling,31,,,
change,19,,,
nanoparticles,14,,,
earthquakes,14,,,
?????,13,,,
?????,5,,,
????,13,,,
???,5,,,
????,63,,,
????,27,,,
dynamics,23,,,
nonnewtonian,14,,,
droplets,7,,,
phenomenon,8,,,
?????,19,,,
????????,11,,,
????,6,,,
?????,9,,,
????,20,,,
?????,6,,,
???,5,,,
plates,45,,,
bar,3,,,
masonry,11,,,
slabs,7,,,
timedelay,3,,,
actuator,11,,,
pushover,5,,,
inelastic,3,,,
drag,5,,,
simulations,3,,,
tube,23,,,
bending,16,,,
??????,49,,,
?????,20,,,
?????,10,,,
????,17,,,
????,5,,,
???,28,,,
?????,16,,,
????,16,,,
?????,66,,,
??????,29,,,
??????,5,,,
??,109,,,
?????,80,,,
??,14,,,
predicting,8,,,
sheets,13,,,
forming,15,,,
limit,19,,,
diagrams,3,,,
tests,11,,,
sand,36,,,
geogrid,6,,,
encased,4,,,
stone,8,,,
column,22,,,
???????,5,,,
?????,5,,,
??????,11,,,
slopes,7,,,
pipelines,7,,,
nearfield,5,,,
selfpurification,3,,,
steady,8,,,
intensity,4,,,
circumferential,3,,,
immersed,3,,,
spring,3,,,
deformable,3,,,
wastewater,24,,,
urban,16,,,
runoff,5,,,
regime,8,,,
climate,4,,,
west,4,,,
tehran,21,,,
shaped,6,,,
bridge,15,,,
polymer,25,,,
polymers,7,,,
parametric,21,,,
analyses,11,,,
series,4,,,
presentation,5,,,
gray,4,,,
imperialist,3,,,
competitive,6,,,
reservoir,16,,,
composite,56,,,
sandwich,19,,,
panel,14,,,
blast,11,,,
refrigeration,6,,,
first,4,,,
produced,9,,,
national,3,,,
vortexinduced,3,,,
beneath,4,,,
modes,10,,,
frequencies,5,,,
evaluating,19,,,
groundwater,8,,,
plain,8,,,
flat,15,,,
flame,14,,,
burner,7,,,
producing,3,,,
uniform,11,,,
characteristic,3,,,
orientation,3,,,
longitudinal,13,,,
contact,7,,,
tanks,8,,,
rolling,5,,,
common,4,,,
railway,6,,,
ii,7,,,
microstructure,8,,,
inconel,3,,,
joint,13,,,
typical,3,,,
help,3,,,
computational,13,,,
follower,3,,,
formation,13,,,
transportation,7,,,
??????,4,,,
??,27,,,
????,26,,,
?????,14,,,
????,5,,,
?????,9,,,
????,3,,,
??????,13,,,
?????,5,,,
?????,16,,,
???????,5,,,
???????,6,,,
???,3,,,
?????,17,,,
???????,7,,,
???,6,,,
??????,9,,,
???,7,,,
?????,12,,,
???,29,,,
?????,24,,,
????,13,,,
???,32,,,
?????,42,,,
??????,10,,,
??????,11,,,
??,21,,,
????,3,,,
????,4,,,
?????,16,,,
???,18,,,
????,6,,,
?????,11,,,
???????,3,,,
????,21,,,
?????,3,,,
????,8,,,
?????,10,,,
???,5,,,
???,18,,,
????????,7,,,
??????,4,,,
???,4,,,
???,7,,,
?????,6,,,
????,7,,,
????,33,,,
????,14,,,
???,4,,,
?????,11,,,
????,7,,,
????,6,,,
??????,7,,,
?????,4,,,
????????,4,,,
??????,4,,,
?????,9,,,
????,37,,,
????,18,,,
adobe,4,,,
lateral,22,,,
temperatures,8,,,
microstructural,3,,,
geopolymer,8,,,
manufacturing,11,,,
testing,7,,,
magnetorheological,5,,,
quasistatic,3,,,
unsteady,15,,,
identifying,5,,,
barriers,4,,,
private,3,,,
participation,3,,,
projects,18,,,
material,28,,,
thickness,13,,,
impact,37,,,
beams,40,,,
metal,21,,,
levels,5,,,
reinforcement,10,,,
corrosion,13,,,
velocity,19,,,
characteristics,37,,,
submerged,8,,,
stilling,3,,,
basins,3,,,
micromechanical,5,,,
wing,9,,,
secondary,4,,,
mechanisms,4,,,
quadrotor,5,,,
riccati,3,,,
analyzing,11,,,
activity,6,,,
dioxide,5,,,
largescale,3,,,
pavement,18,,,
maintenance,4,,,
sudden,3,,,
bed,11,,,
employing,3,,,
small,8,,,
evaporation,4,,,
multiscale,4,,,
fractured,3,,,
deep,15,,,
transform,13,,,
air,41,,,
concentration,12,,,
spillway,7,,,
responses,6,,,
panels,11,,,
linearization,5,,,
tip,8,,,
shapes,3,,,
sensitivity,18,,,
rotor,6,,,
pole,3,,,
diagram,7,,,
??????,30,,,
??,4,,,
????,21,,,
???,30,,,
??????,4,,,
agent,3,,,
job,3,,,
?????????,6,,,
????????,4,,,
??,50,,,
????,3,,,
??,9,,,
?????,19,,,
???????,9,,,
??????,22,,,
?????,4,,,
???????,4,,,
functionally,25,,,
graded,28,,,
thermoelastic,3,,,
thick,6,,,
temperaturedependent,3,,,
airplane,3,,,
dimensional,11,,,
width,6,,,
entropy,6,,,
criterion,7,,,
nozzle,4,,,
dimensions,7,,,
supply,6,,,
?????,5,,,
?????,10,,,
???????,16,,,
????,7,,,
???????,16,,,
????,9,,,
???,3,,,
tshaped,3,,,
ethanol,3,,,
ultimate,5,,,
building,23,,,
plane,5,,,
environments,6,,,
measures,3,,,
alluvial,3,,,
monte,7,,,
carlo,7,,,
scale,11,,,
external,6,,,
radial,7,,,
affecting,13,,,
floating,5,,,
sea,5,,,
zone,10,,,
rock,17,,,
durability,17,,,
sulfate,5,,,
proposed,6,,,
winding,3,,,
swarm,5,,,
discretetime,5,,,
highorder,5,,,
spectra,4,,,
central,4,,,
city,6,,,
varying,5,,,
adsorption,12,,,
lead,7,,,
copper,18,,,
cadmium,5,,,
ions,4,,,
plant,9,,,
???,8,,,
???,3,,,
???,6,,,
???,13,,,
????,3,,,
??????,4,,,
??????,7,,,
?????,5,,,
bone,4,,,
tissue,8,,,
modulation,5,,,
nonuniform,6,,,
sensation,5,,,
containing,33,,,
laws,4,,,
repaired,3,,,
sheet,12,,,
downstream,9,,,
cross,6,,,
sections,3,,,
hot,6,,,
uniaxial,3,,,
airfoil,5,,,
traffic,9,,,
glass,8,,,
laminate,5,,,
satellite,4,,,
increasing,11,,,
flexural,14,,,
absorption,14,,,
capability,6,,,
mortar,6,,,
regard,4,,,
????,27,,,
????,4,,,
???,4,,,
?????,5,,,
???,5,,,
transonic,3,,,
thermo,3,,,
non,7,,,
axisymmetric,3,,,
charge,8,,,
kalman,4,,,
gasification,3,,,
retaining,8,,,
adjacent,4,,,
layered,6,,,
saturated,8,,,
geometry,11,,,
results,15,,,
regions,6,,,
parameter,11,,,
intake,7,,,
manifold,7,,,
hysteresis,3,,,
?????????,5,,,
protocol,4,,,
??????,32,,,
??????,4,,,
??????????,32,,,
critical,22,,,
freeways,3,,,
????,5,,,
???????,6,,,
?????,24,,,
???,3,,,
??????,13,,,
???????,3,,,
??????,10,,,
????,20,,,
?????,10,,,
?????,9,,,
??????,9,,,
pwm,3,,,
?????,16,,,
??????,14,,,
???????,5,,,
??????????,3,,,
??????,5,,,
?????,12,,,
?????????,5,,,
??????,4,,,
?????,8,,,
?????,6,,,
???????,3,,,
????,18,,,
?????????,5,,,
?????,6,,,
??,19,,,
??????,5,,,
?????,4,,,
consolidation,5,,,
????????,29,,,
???????,10,,,
????,7,,,
???????,6,,,
??????,3,,,
????,15,,,
????,20,,,
?????,3,,,
???,4,,,
????,11,,,
????,9,,,
???,6,,,
?????,3,,,
???,5,,,
???,5,,,
?????,6,,,
?????,8,,,
????,9,,,
??????,6,,,
????,8,,,
?????,7,,,
???,3,,,
flooding,3,,,
????,4,,,
???,9,,,
?????,7,,,
???,3,,,
????,5,,,
????,7,,,
????,8,,,
????,9,,,
flood,3,,,
criteria,11,,,
decision,6,,,
making,3,,,
equilibrium,4,,,
molecular,12,,,
buildings,30,,,
displacement,8,,,
hollow,4,,,
asymmetric,5,,,
dependent,7,,,
???????,6,,,
???????,12,,,
??????,4,,,
????,9,,,
????,9,,,
slip,9,,,
jump,5,,,
lattice,16,,,
boltzmann,16,,,
zinc,4,,,
??????,5,,,
?????,4,,,
?????,3,,,
?????,4,,,
???????,30,,,
????,11,,,
?????,5,,,
???,6,,,
????,5,,,
?????,5,,,
absorber,5,,,
basin,3,,,
still,4,,,
?????,3,,,
????,3,,,
?????,3,,,
?????,3,,,
foam,9,,,
influencing,4,,,
restrained,3,,,
nearfault,11,,,
????,3,,,
??????,3,,,
?????,11,,,
collapse,16,,,
????,4,,,
??????,3,,,
adjustment,4,,,
stressstrain,3,,,
strip,7,,,
municipal,5,,,
ship,3,,,
interface,11,,,
morphology,3,,,
bond,8,,,
???,14,,,
????,13,,,
????,3,,,
???,10,,,
????,6,,,
????????,5,,,
????,4,,,
???,7,,,
???,4,,,
sample,5,,,
????,29,,,
???,8,,,
???,13,,,
?????,20,,,
??????,4,,,
?????,3,,,
quantitative,4,,,
use,14,,,
tower,6,,,
permeability,12,,,
measurements,4,,,
drainage,5,,,
rotating,17,,,
droplet,7,,,
passing,3,,,
rotational,3,,,
disturbance,3,,,
pitch,3,,,
rollercompacted,3,,,
oscillations,3,,,
unequal,3,,,
hole,9,,,
continuum,6,,,
compaction,4,,,
grained,3,,,
ultrasonic,12,,,
designed,6,,,
hammer,5,,,
growth,10,,,
propagation,11,,,
individual,3,,,
indoor,4,,,
pool,9,,,
arrangements,5,,,
inlet,7,,,
dispersion,7,,,
processes,3,,,
clay,29,,,
empirical,8,,,
condensation,3,,,
mixing,8,,,
double,15,,,
adding,7,,,
hyperelastic,5,,,
removal,20,,,
turbidity,3,,,
circulation,3,,,
steam,7,,,
generator,12,,,
one,5,,,
loop,4,,,
straight,5,,,
welded,9,,,
aerodynamic,10,,,
conventional,3,,,
turbines,4,,,
flutter,5,,,
machine,16,,,
????,14,,,
?????,3,,,
???????,18,,,
???,4,,,
