controller,22
intelligent,7
utilization,3
hierarchy,5
ranking,7
simple,12
offshore,8
photovoltaic,12
connected,6
experimental,276
development,36
arc,5
discharge,19
acoustic,8
surfaces,8
fractional,3
order,25
sharing,5
ga,3
partial,10
nonlinear,77
state,29
bidirectional,5
islanded,4
pem,5
battery,7
storage,13
green,4
concept,7
penetration,16
sources,3
environmental,11
subject,6
costs,3
thermal,63
electrical,12
environment,17
farm,3
solar,24
realtime,4
condition,15
isolated,8
simultaneously,4
variable,21
length,10
discrete,14
denoising,5
single,21
gap,7
optimized,5
changing,3
conditions,36
motors,6
digital,16
studies,17
random,5
iranian,12
standard,7
lines,4
harvesting,3
communication,6
presence,19
solid,23
oxide,20
cells,12
economic,10
biomass,4
index,20
predict,8
point,10
content,5
committees,3
program,3
term,4
forecasting,5
turbine,46
linear,22
variations,9
type,27
combined,23
unbalanced,4
loads,24
weighting,3
security,7
combination,11
assessment,60
simplified,3
stochastic,11
agents,5
vehicle,26
station,4
grid,6
support,6
var,4
enhancing,3
motor,12
cascade,6
constrained,7
remote,3
cmos,4
compressor,11
binary,6
multipliers,3
automatic,10
reverse,8
engineering,15
low,18
simulated,10
annealing,8
fieldprogrammable,3
pinconstrained,3
microfluidic,11
biochip,3
feasibility,7
rf,4
drug,5
discovery,4
cad,3
flexible,17
platform,4
networked,4
threedimensional,18
carbon,38
nanotube,8
jit,6
case,70
error,5
lightweight,7
car,6
navigation,6
wireless,3
side,14
attack,13
path,12
passive,9
assignment,6
noise,11
full,3
dna,6
geometrical,5
attacks,4
higherorder,3
real,10
cycles,6
vulnerability,7
terms,6
injection,17
accuracy,10
localized,4
mapping,3
highperformance,4
social,4
silicon,5
track,4
influence,38
composition,5
fluctuation,5
band,5
higher,7
fabrication,9
feasible,3
solution,39
future,3
constant,8
cycle,32
segmentation,3
classification,4
region,8
color,4
transfer,73
their,10
global,5
object,7
descriptor,3
recognition,5
manipulation,4
perception,4
project,14
coupling,5
singular,4
spatial,7
motion,17
tracking,13
local,15
search,5
sensing,3
spectral,7
properties,99
image,11
sequences,4
2d,11
via,18
survey,3
عملکرد,18
روش,188
مدلهای,6
آلودگی,5
هوا,14
مقایسه,32
کلاسیک,5
twodimensional,8
compressible,5
twophase,13
flows,8
brace,5
end,8
ductility,10
braced,16
frames,55
effective,30
solutions,10
mixed,17
convection,23
porous,38
medium,12
tensile,17
basalt,3
fiber,35
reinforced,95
matrix,7
composites,11
shock,5
developing,15
reliable,3
software,4
rules,3
vertical,39
angle,13
sshaped,3
diesel,9
engine,24
elasticity,5
rate,18
constitutive,8
equations,13
buckling,26
steel,143
cylindrical,30
shells,13
elliptical,7
cutout,6
axial,25
sensor,12
fusion,4
fracture,27
mechanics,5
different,71
rocks,5
notch,3
periodic,4
connections,15
prestressed,4
concrete,184
bridges,19
investigating,49
onedimensional,5
generalized,7
problems,10
free,57
explicit,3
finite,57
volume,14
triangular,9
mesh,3
irregular,5
waves,13
wave,14
laboratory,23
bearing,18
capacity,45
soils,30
horizontal,13
cyclic,27
loadings,4
selection,12
uncertain,4
seismic,95
density,20
states,3
frp,12
strengthening,6
boundary,30
elements,15
slender,4
rc,30
shear,96
wall,51
studying,5
damper,16
frame,30
far,5
earthquake,24
excitations,3
trajectory,11
two,36
robot,17
manipulators,6
rigid,7
mixture,13
selfconsolidating,5
minimum,9
cement,22
paste,3
uncertainties,9
production,16
approaches,6
gas,51
forces,7
vibration,87
thin,9
circular,26
fgm,6
plate,36
coupled,17
piezoelectric,20
layers,13
pollutants,8
combustion,24
burners,4
multi,19
range,4
due,19
thermodynamic,18
opening,8
angles,8
continuous,9
valve,3
freezing,3
mechanical,65
stabilized,6
lime,9
polypropylene,9
toughness,10
pipeline,3
grade,3
api,3
x65,3
synthetic,10
artificial,25
models,36
enclosure,9
walls,41
movement,4
direction,6
nanofluid,29
deformation,20
nanotubes,16
shell,10
potential,11
selected,3
information,10
dam,20
liquidvapor,3
crosssection,4
flux,15
vector,7
splitting,3
cable,8
robots,14
fem,5
turbulence,7
blade,18
loading,56
calculations,4
exterior,3
beamcolumn,7
connection,11
comparison,64
structural,18
code,11
furnace,3
increase,3
friction,16
compensation,4
coriolis,3
mass,17
cancer,4
modelling,16
kinetics,6
ore,3
chaotic,4
extended,11
spectrum,3
primary,3
cracked,6
cantilever,7
beam,29
grout,3
pressure,48
grouting,4
achieve,3
layer,17
cylinders,10
بهینه,75
سازی,124
تولید,43
ماده,7
مقیاس,6
آزمایشگاهی,19
کنترل,55
رباتها,4
قسمت,5
اول,3
مروری,7
تاثیر,62
دستگاه,5
نخ,16
پلی,23
استر,8
خواص,40
نخهای,4
حجیم,3
جت,5
معیار,5
جدید,25
مناسب,6
پیاده,5
سخت,6
افزاری,3
کاربرد,61
فشرده,6
ارائه,35
روشهای,11
تحلیلی,10
اجزاء,7
محدود,31
بررسی,195
اطلاعات,13
تصاویر,8
کاربردهای,5
سنجش,3
دور,9
بهره,8
گیری,25
مدل,110
چشم,3
آماری,15
مکانیزم,9
پراکندگی,3
سطوح,4
دی,10
براساس,19
تئوری,22
تجزیه,6
هدف,7
تصویر,7
برداری,8
آزمایش,9
شکست,9
استخوان,5
دست,4
آوردن,3
خصوصیات,8
مکانیکی,24
ریزساختار,4
نحوه,6
permanent,5
machines,3
thermoeconomic,6
life,10
interference,3
specimens,7
calibration,7
modulus,10
asphalt,29
presenting,3
relationship,10
drilling,8
mud,5
oil,15
wells,5
carbonate,8
fields,8
deterioration,3
pavements,12
roughness,11
mineral,6
moisture,11
damage,41
key,5
mix,6
powder,15
compressive,16
strength,75
stage,4
weirs,7
plan,3
element,63
microchannel,16
particle,19
centrifugal,4
platforms,3
pipe,16
uplift,7
force,21
hydraulic,31
gradient,9
seepage,10
gravity,10
dams,17
coefficient,24
spillways,5
upstream,4
slope,10
axis,11
joints,14
gabion,4
stepped,10
kinematic,7
four,3
degrees,5
freedom,4
torque,5
bracing,8
equipped,20
yielding,4
scour,8
pier,5
group,10
pile,9
collar,5
liquid,13
jets,4
injected,3
transversely,3
crossflow,3
assessing,5
shortterm,3
turbulent,11
hazard,7
demand,8
curve,10
moment,37
resisting,12
ordinary,3
fly,3
ash,3
slag,7
techniques,9
mixtures,17
darrieus,3
morphing,3
tolerant,3
backstepping,3
terminal,4
sliding,19
incompressible,4
amplitude,3
heat,114
flapping,3
thrust,4
vibrations,15
graphene,11
pipes,11
conveying,5
fluid,59
shedding,3
relative,10
stiffness,16
eccentric,8
square,9
cylinder,17
tunnel,19
lining,4
tail,4
formulation,5
microplate,4
explosive,3
underground,8
demands,4
geometric,14
vibrational,3
various,15
elastic,23
foundations,7
waste,22
recovery,7
reactivity,3
controlled,4
ignition,6
comparative,12
macro,5
micro,20
fibers,24
or,5
plastic,17
shrinkage,6
cracking,11
دانشگاه,4
نور,3
اثر,77
ارتعاشات,4
مقاومت,24
زمین,24
معرفی,4
نساجی,5
رنگرزی,6
صنعتی,7
تهران,6
تحقیق,6
صنعت,8
انتقال,18
تعیین,54
شرایط,19
ایجاد,7
ترک,10
ترکیب,9
این,5
تنش,16
موضعی,4
closed,6
تکنولوژی,6
تهیه,14
antenna,7
gain,3
فشار,15
تراکم,10
دانه,12
بندی,34
قطعات,8
پودرهای,8
فلزی,15
پیش,25
برنامه,27
المان,10
اثرات,9
تحلیل,82
کامپیوتری,9
شیب,8
استفاده,153
تدوین,4
ریزی,22
اقتصادی,6
جریان,41
داده,11
بین,15
صنایع,11
مهندسی,8
پزشکی,5
فرکانس,9
سازه,9
پر,4
الگوریتم,36
construction,32
industry,4
iran,32
spacecraft,4
attitude,10
saturation,6
تخلیه,6
الکتریکی,17
شیمیایی,18
drop,14
obstacles,6
mine,5
ventilation,11
ولتاژ,8
خام,3
حل,34
عددی,33
لایه,25
مرزی,13
حرارتی,20
factor,17
safety,10
risks,6
توسعه,24
columns,26
sequence,4
mathematical,7
programming,10
water,79
cathode,6
exchange,8
membrane,17
natural,40
inside,11
fin,4
nonlocal,5
boron,3
nitride,4
timoshenko,4
nano,18
couple,7
stress,43
karun,5
river,14
strategies,3
scenarios,3
دیدگاه,4
تاثیرات,4
عمل,3
بافت,5
کمک,28
فرآیند,33
cooling,31
change,19
nanoparticles,14
earthquakes,14
مساله,13
تخصیص,5
درجه,13
دوم,5
شبکه,63
عصبی,27
dynamics,23
nonnewtonian,14
droplets,7
phenomenon,8
نتایج,19
بازشناسی,11
زبان,6
فارسی,9
توسط,20
ویژگی,6
شبه,5
plates,45
bar,3
masonry,11
slabs,7
timedelay,3
actuator,11
pushover,5
inelastic,3
drag,5
simulations,3
tube,23
bending,16
مطالعه,49
تجربی,20
تشکیل,10
روشی,17
ساده,5
جهت,28
تخمین,16
قدرت,16
طراحی,66
غیرخطی,29
معادله,5
یک,109
سیستم,80
تک,14
predicting,8
sheets,13
forming,15
limit,19
diagrams,3
tests,11
sand,36
geogrid,6
encased,4
stone,8
column,22
یکپارچه,5
تصمیم,5
انتخاب,11
slopes,7
pipelines,7
nearfield,5
selfpurification,3
steady,8
intensity,4
circumferential,3
immersed,3
spring,3
deformable,3
wastewater,24
urban,16
runoff,5
regime,8
climate,4
west,4
tehran,21
shaped,6
bridge,15
polymer,25
polymers,7
parametric,21
analyses,11
series,4
presentation,5
gray,4
imperialist,3
competitive,6
reservoir,16
composite,56
sandwich,19
panel,14
blast,11
refrigeration,6
first,4
produced,9
national,3
vortexinduced,3
beneath,4
modes,10
frequencies,5
evaluating,19
groundwater,8
plain,8
flat,15
flame,14
burner,7
producing,3
uniform,11
characteristic,3
orientation,3
longitudinal,13
contact,7
tanks,8
rolling,5
common,4
railway,6
ii,7
microstructure,8
inconel,3
joint,13
typical,3
help,3
computational,13
follower,3
formation,13
transportation,7
متعامد,4
سه,27
بعدی,26
مختلف,14
گراف,5
تغذیه,9
کوره,3
القایی,13
افزار,5
ماشین,16
بافندگی,5
استحکام,6
پود,3
میزان,17
تغییرات,7
کشش,6
عملیات,9
وری,7
معادن,12
سنگ,29
ایران,24
سطحی,13
بتن,32
رفتار,42
خوردگی,10
فولادی,11
آب,21
خلیج,3
فارس,4
مخلوط,16
سطح,18
فعال,6
ژنتیک,11
پیشگویی,3
موثر,21
اتصال,3
آزاد,8
طبیعی,10
پخش,5
بار,18
سیستمهای,7
دسترسی,4
باز,4
نظر,7
گرفتن,6
مصرف,7
فازی,33
پایه,14
طول,4
انرژی,11
لیزر,7
سریع,6
تطبیقی,7
تنظیم,4
هیدروکسی,4
آپاتیت,4
محلول,9
شبیه,37
محیط,18
adobe,4
lateral,22
temperatures,8
microstructural,3
geopolymer,8
manufacturing,11
testing,7
magnetorheological,5
quasistatic,3
unsteady,15
identifying,5
barriers,4
private,3
participation,3
projects,18
material,28
thickness,13
impact,37
beams,40
metal,21
levels,5
reinforcement,10
corrosion,13
velocity,19
characteristics,37
submerged,8
stilling,3
basins,3
micromechanical,5
wing,9
secondary,4
mechanisms,4
quadrotor,5
riccati,3
analyzing,11
activity,6
dioxide,5
largescale,3
pavement,18
maintenance,4
sudden,3
bed,11
employing,3
small,8
evaporation,4
multiscale,4
fractured,3
deep,15
transform,13
air,41
concentration,12
spillway,7
responses,6
panels,11
linearization,5
tip,8
shapes,3
sensitivity,18
rotor,6
pole,3
diagram,7
آنالیز,30
پل,4
بتنی,21
تحت,30
بارهای,4
agent,3
job,3
مورفولوژی,6
آلیاژهای,4
دو,50
جزیی,3
خط,9
موتور,19
کارخانه,9
اندازه,22
گلوله,4
آسیاهای,4
functionally,25
graded,28
thermoelastic,3
thick,6
temperaturedependent,3
airplane,3
dimensional,11
width,6
entropy,6
criterion,7
nozzle,4
dimensions,7
supply,6
امکان,5
عنوان,10
استخراج,16
زغال,7
معادلات,16
سیال,9
لزج,3
tshaped,3
ethanol,3
ultimate,5
building,23
plane,5
environments,6
measures,3
alluvial,3
monte,7
carlo,7
scale,11
external,6
radial,7
affecting,13
floating,5
sea,5
zone,10
rock,17
durability,17
sulfate,5
proposed,6
winding,3
swarm,5
discretetime,5
highorder,5
spectra,4
central,4
city,6
varying,5
adsorption,12
lead,7
copper,18
cadmium,5
ions,4
plant,9
طرح,8
برج,3
جذب,6
گاز,13
محلی,3
سراسری,4
ترکیبی,7
آموزش,5
bone,4
tissue,8
modulation,5
nonuniform,6
sensation,5
containing,33
laws,4
repaired,3
sheet,12
downstream,9
cross,6
sections,3
hot,6
uniaxial,3
airfoil,5
traffic,9
glass,8
laminate,5
satellite,4
increasing,11
flexural,14
absorption,14
capability,6
mortar,6
regard,4
ساخت,27
تونل,4
باد,4
اجسام,5
ریز,5
transonic,3
thermo,3
non,7
axisymmetric,3
charge,8
kalman,4
gasification,3
retaining,8
adjacent,4
layered,6
saturated,8
geometry,11
results,15
regions,6
parameter,11
intake,7
manifold,7
hysteresis,3
راکتورهای,5
protocol,4
محاسبه,32
مقادیر,4
پارامترهای,32
critical,22
freeways,3
حاوی,5
افزودنی,6
کننده,24
کلی,3
سیگنال,13
بازگشتی,3
افزایش,10
سرعت,20
تبدیل,10
گسسته,9
پیوسته,9
pwm,3
منظور,16
قابلیت,14
سینتیکی,5
کلسیناسیون,3
زئولیت,5
مخازن,12
الگوریتمی,5
یادگیر,4
حداقل,8
تعداد,6
اتومبیل,3
پوشش,18
آلومینیوم,5
مجتمع,6
مس,19
سرچشمه,5
کرمان,4
consolidation,5
دینامیکی,29
ساختمان,10
طبقه,7
ارتعاشی,6
اجباری,3
تابع,15
حالت,20
محوره,3
سوم,4
خطوط,11
لوله,9
نفت,6
مدفون,3
گسل,5
گام,5
زمانی,6
سدهای,8
وزنی,9
اصطکاک,6
نورد,8
پروژه,7
شهر,3
flooding,3
بسته,4
نرم,9
کیفیت,7
وزن,3
ربات,5
فضای,7
کاری,8
هسته,9
flood,3
criteria,11
decision,6
making,3
equilibrium,4
molecular,12
buildings,30
displacement,8
hollow,4
asymmetric,5
dependent,7
جداسازی,6
شناسایی,12
جستجوی,4
ستون,9
پذیر,9
slip,9
jump,5
lattice,16
boltzmann,16
zinc,4
انحلال,5
اسیدی,4
تصحیح,3
تکمیل,4
ارزیابی,30
ضریب,11
پدیده,5
سبک,6
مونت,5
کارلو,5
absorber,5
basin,3
still,4
فیلتر,3
خاکی,3
مرکزی,3
مصالح,3
foam,9
influencing,4
restrained,3
nearfault,11
مایع,3
متوالی,3
یافته,11
collapse,16
مقطع,4
دایروی,3
adjustment,4
stressstrain,3
strip,7
municipal,5
ship,3
interface,11
morphology,3
bond,8
فاز,14
جامد,13
واکس,3
دار,10
نفتی,6
ناپیوسته,5
دقیق,4
سیم,7
پیچ,4
sample,5
زمان,29
راه,8
آهن,13
بهبود,20
تکاملی,4
گروهی,3
quantitative,4
use,14
tower,6
permeability,12
measurements,4
drainage,5
rotating,17
droplet,7
passing,3
rotational,3
disturbance,3
pitch,3
rollercompacted,3
oscillations,3
unequal,3
hole,9
continuum,6
compaction,4
grained,3
ultrasonic,12
designed,6
hammer,5
growth,10
propagation,11
individual,3
indoor,4
pool,9
arrangements,5
inlet,7
dispersion,7
processes,3
clay,29
empirical,8
condensation,3
mixing,8
double,15
adding,7
hyperelastic,5
removal,20
turbidity,3
circulation,3
steam,7
generator,12
one,5
loop,4
straight,5
welded,9
aerodynamic,10
conventional,3
turbines,4
flutter,5
machine,16
کاهش,14
محرکه,3
پایداری,18
محل,4
مواد,15
میدان,9
پودر,7
اصلاح,10
وضعیت,3
decoupled,3
reduced,6
انفجاری,4
صفحات,7
آلومینیم,5
سنسور,3
مستقیم,6
موتورهای,13
دامنه,4
خاص,4
ثابت,7
توزیع,26
inverse,6
حرکت,8
unsaturated,3
triaxial,8
device,5
identification,20
ambient,3
highly,4
topology,4
metro,3
spherical,7
second,10
strain,14
induced,10
smooth,3
stabilization,15
derivative,3
geotechnical,4
providing,4
roads,6
emphasis,6
hydrodynamics,6
choice,3
mashhad,5
cavitation,3
multiphase,3
jet,12
swirl,4
soilstructure,7
farfield,4
controllers,7
cleaning,3
vibroacoustic,3
fourier,6
transport,11
particles,14
vortex,10
human,5
carotid,4
artery,10
محدوده,4
کلسیم,4
قاب,6
خمشی,9
مسلح,10
ارتفاع,3
متوسط,3
مقاوم,10
لرزه,6
قابهای,3
position,7
فرمول,5
صفحه,12
آزادی,3
magneto,3
hydrodynamic,11
ریاضی,9
آبهای,5
زیرزمینی,9
سفره,3
یابی,8
داخل,6
optical,4
twisted,3
nanorods,3
عوامل,14
دمای,9
هوای,4
معدن,14
نقش,8
مربوط,4
آمین,4
فلزات,5
شناور,5
نقطه,4
کمکی,4
according,4
line,5
laminates,4
shielding,3
effectiveness,8
metallic,9
technology,6
it,5
mining,6
thermomechanical,3
core,17
transverse,9
lowvelocity,6
anisotropic,4
road,9
concretes,8
mortars,6
limestone,3
strong,3
motions,9
premixed,6
organic,6
stiffeners,6
doppler,3
damaged,6
ارتباط,7
امواج,11
experiment,4
residual,11
welding,16
stainless,11
laser,6
apparatus,5
spacing,3
projectiles,3
analytic,4
impacts,8
function,19
drivers,3
نظری,3
منطق,3
failure,26
behaviour,4
corner,5
earth,12
highstrength,3
wheel,3
eigenvalue,3
made,10
exhaust,6
silica,15
reaction,7
شعاعی,5
rail,4
stations,3
gis,6
سلسله,3
foundation,12
prismatic,3
diagnosis,6
suspension,4
bifurcation,6
body,7
chain,3
value,6
sodium,4
acid,8
محوری,8
vapor,4
compounds,3
pollution,8
ratio,15
cfrp,8
strengthened,5
tension,7
fines,4
granular,10
ساختار,15
فوق,6
برق,6
برخی,5
عناصر,5
وسیله,12
حلال,3
آلی,5
درصد,3
ریخته,3
گری,3
کف,5
میان,3
رونده,3
پردازش,6
متن,3
استاتیکی,11
کارگیری,6
بروز,3
روانگرایی,3
هوایی,7
نیروی,4
زلزله,18
تعویض,5
موازی,3
دیواره,4
جابجایی,6
گذرا,6
خشک,7
ذرات,13
بستر,8
الگوی,6
الاستیک,5
تلفات,3
هیدرولیکی,4
هماهنگی,4
رله,3
اسید,11
آتش,3
پذیری,14
wam,3
skewed,3
کامپیوتر,3
توجیه,3
نازک,4
مسیرهای,5
طولی,5
عرضی,6
کمینه,4
تغییر,13
مرتبه,5
بالا,6
پس,3
replacement,5
braces,4
equivalent,9
fixed,4
concepts,3
مشخصات,7
nox,5
emissions,4
wake,3
نگهداری,4
سنتز,11
گفتار,15
kinetic,10
activated,5
affected,4
سینوسی,3
سرد,3
ورقهای,3
ترکیبات,6
تیتانیم,3
پایدار,5
chemical,9
recycled,9
تماس,3
افت,7
چگالی,7
احتمال,4
توجه,4
باند,4
theoretical,17
metaheuristic,5
delivery,6
کوتاه,5
retrofitting,4
deficient,3
hypersonic,4
stresses,9
جرم,7
مولکولی,4
determining,16
حمل,5
نقل,4
اتوبوسرانی,3
تکنیک,4
province,6
compound,3
open,3
expanded,3
section,7
multilayer,8
boiling,11
compared,3
phenomena,3
heavy,8
contaminants,3
sandy,14
values,6
liquefactioninduced,3
spreading,4
pulse,4
navierstokes,3
breakup,3
sabalan,3
geothermal,5
liquefied,3
cold,12
sediments,5
suspended,3
holes,5
number,8
arrangement,3
initial,6
conductivity,3
bayesian,8
looseness,3
flange,4
کامل,3
prosthesis,3
blowing,4
coefficients,8
aircraft,8
fan,3
pso,4
انتگرال,4
دیفرانسیل,5
شار,4
مدلسازی,23
مشخصه,8
مچ,3
مصنوعی,10
شکل,17
هندسی,5
آرایه,3
کم,6
عمق,3
هندسه,10
الکترومغناطیسی,3
ضربه,6
صاعقه,4
بینی,15
پروفیل,3
class,4
perturbation,4
مجموع,3
دیرکرد,5
خاکهای,4
رسی,4
قوس,3
نو,3
مبتنی,13
ورودی,5
locations,3
ehv,3
الاستیسیته,3
شریان,3
بارگذاری,8
سلول,6
cementitious,7
admixtures,4
drops,3
gradually,3
expanding,5
hyperbolic,3
manipulator,3
rehabilitation,3
seawater,3
marine,3
normal,7
blood,4
rheological,3
bitumen,4
dissipation,10
ductile,3
fluids,5
actuators,6
cables,3
prioritization,7
north,4
localization,3
isolation,6
resonance,5
resting,5
پارامتری,3
خستگی,8
اتصالات,8
طیفی,3
هیدرولیز,3
آنزیمی,3
پارچه,13
ضخامت,3
تخمیر,5
توابع,8
تقاضای,8
بخش,4
دما,4
خروجی,7
محاسبات,4
تقریب,3
زمینه,3
فولاد,11
derivation,3
ریزدانه,5
متخلخل,8
اختلاط,3
آسفالتی,3
forced,10
convective,6
rotary,4
roll,10
grinding,5
extension,3
خرابی,4
دوام,5
سیمان,6
تکیه,7
گاههای,3
ارتجاعی,3
الیاف,11
پلیمری,7
concretefilled,3
tubular,7
tall,12
resistance,20
retrofitted,8
integration,4
vehicles,7
تثبیت,3
ماسه,5
torsion,5
constraint,5
sands,8
conduction,6
filled,6
harmonic,3
form,5
advanced,5
infrastructure,3
observer,5
electrolyte,7
stir,9
spot,5
weld,3
attenuation,4
ball,5
optimizing,7
hard,3
mr,5
contamination,3
bentonite,3
nanoclay,6
amplifier,4
aluminum,22
alloy,17
austenitic,5
lap,4
radius,4
flotation,6
changes,6
members,4
axially,6
محدودیت,5
al2o3water,5
cavity,12
رنگ,7
برابر,11
torsional,8
radiation,6
evaluate,8
frictional,3
validation,6
driven,6
leachate,5
ph,3
collapsible,3
fire,8
accident,6
plasticity,6
مراکز,3
برجهای,3
نوع,13
نفوذ,10
کروی,5
صورت,3
فلز,4
نازل,3
حلقه,4
لغزش,4
دسته,4
منابع,12
آماده,4
مخزن,5
داخلی,9
pure,3
ماتریس,4
موردی,6
اصول,4
فیزیکی,9
آسفالت,3
متانول,4
قارچ,3
آمار,4
بازدهی,3
کربنی,4
چدن,5
خاکستری,3
رابط,3
amount,8
types,4
viscosity,5
cover,3
bars,7
خاک,12
یخ,3
زدگی,3
جانبی,4
آنزیم,4
drying,4
رشد,5
سیلیکون,3
lag,3
نسبت,3
تشخیص,7
احتمالی,4
ظرفیت,7
بازسازی,3
viscoelastic,10
reactor,8
زاویه,3
investigate,6
mechanism,8
red,5
بازیابی,4
modification,7
dampers,14
areas,3
مدیریت,4
سوخت,6
pwr,3
warm,6
hydroforming,6
rubber,10
scouring,4
groups,4
behavioral,3
casing,4
erosion,3
increased,3
tunnels,10
hoekbrown,3
excavation,7
embedded,6
tire,8
hardness,3
regression,5
contaminated,5
nanofluids,4
operating,6
deadend,3
h2o2,3
stack,4
diffusion,8
speeds,4
objective,6
microchannels,3
semiactive,8
incremental,8
cohesive,6
heating,8
pump,9
collector,6
316l,3
altitude,3
تعمیم,6
دینامیک,6
خطی,11
دوبعدی,4
سری,3
ترانسفورماتور,3
اشتعال,3
جرقه,3
ترمودینامیکی,5
روابط,4
سینتیک,4
احتراق,7
وینیل,3
تصویری,3
کلمات,5
قیمت,4
گذاری,4
واقعی,3
هیدروژن,3
حجمی,3
تقویت,6
فرایند,4
کامپوزیت,6
حداکثر,4
نفوذپذیری,3
مغناطیسی,11
سد,8
آسیب,3
خون,3
weighted,6
settlement,7
aggregates,5
momentum,3
tree,3
detecting,4
flight,4
imagebased,3
orthogonal,4
treatment,20
nanocomposite,6
contracts,3
pollutant,5
monitoring,9
edge,3
coronary,3
اصطکاکی,4
aisi,5
شیمی,6
اصلی,3
رنگی,11
بلند,5
برشی,13
آلیاژ,7
بهسازی,4
formability,4
pulsating,3
tubes,6
سنجی,5
فرآوری,10
پیشنهادی,4
cluster,3
چرخ,3
upper,4
selecting,3
best,3
isotropic,5
stable,3
combining,3
مارتنزیتی,3
